order_id,customer_id,product_id,order_date,gross_sales,cogs,discount_amount,refund_amount,ingestion_batch,loaded_at
ORD-001606,CUST-0069,PRD-010,2023-12-27 00:00:00,3622.05,1774.8,967.48,0.0,Batch_01,2023-12-27 02:00:00
ORD-001607,CUST-0069,PRD-007,2024-01-04 00:00:00,6583.04,4081.48,0.0,0.0,Batch_01,2024-01-04 02:00:00
ORD-001608,CUST-0069,PRD-019,2024-01-11 00:00:00,4530.62,,645.59,0.0,Batch_01,2024-01-11 02:00:00
ORD-001609,CUST-0069,PRD-017,2024-01-18 00:00:00,3804.52,2587.07,751.5,0.0,Batch_01,2024-01-18 02:00:00
ORD-001610,CUST-0069,PRD-003,2024-01-25 00:00:00,11239.68,6519.01,0.0,0.0,Batch_01,2024-01-25 02:00:00
ORD-001611,CUST-0069,PRD-010,2024-02-01 00:00:00,3622.05,1774.8,0.0,0.0,Batch_01,2024-02-01 02:00:00
ORD-001612,CUST-0069,PRD-010,2024-02-07 00:00:00,3622.05,1774.8,0.0,0.0,Batch_01,2024-02-07 02:00:00
ORD-001613,CUST-0069,PRD-018,2024-02-13 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2024-02-13 02:00:00
ORD-001614,CUST-0069,PRD-011,2024-02-19 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2024-02-19 02:00:00
ORD-001615,CUST-0069,PRD-001,2024-02-28 00:00:00,2114.3,1057.15,390.34,0.0,Batch_01,2024-02-28 02:00:00
ORD-001616,CUST-0069,PRD-016,2024-03-09 00:00:00,3288.18,2531.9,0.0,0.0,Batch_01,2024-03-09 02:00:00
ORD-001617,CUST-0069,PRD-015,2024-03-16 00:00:00,9468.54,4355.53,1155.54,9468.54,Batch_01,2024-03-16 02:00:00
ORD-001618,CUST-0069,PRD-004,2024-03-23 00:00:00,6617.87,5228.12,1292.13,0.0,Batch_01,2024-03-23 02:00:00
ORD-001619,CUST-0069,PRD-003,2024-03-31 00:00:00,11239.68,6519.01,2361.02,0.0,Batch_01,2024-03-31 02:00:00
ORD-001620,CUST-0069,PRD-019,2024-04-06 00:00:00,4530.62,2491.84,843.46,0.0,Batch_01,2024-04-06 02:00:00
ORD-001621,CUST-0069,PRD-006,2024-04-12 00:00:00,3383.15,1826.9,371.56,,Batch_01,2024-04-12 02:00:00
ORD-001622,CUST-0069,PRD-009,2024-04-16 00:00:00,10623.02,7011.19,1464.81,0.0,Batch_01,2024-04-16 02:00:00
ORD-001623,CUST-0069,PRD-010,2024-04-22 00:00:00,3622.05,1774.8,0.0,0.0,Batch_01,2024-04-22 02:00:00
ORD-001624,CUST-0069,PRD-016,2024-04-28 00:00:00,3288.18,2531.9,,0.0,Batch_01,2024-04-28 02:00:00
ORD-001625,CUST-0069,PRD-016,2024-05-04 00:00:00,3288.18,2531.9,0.0,0.0,Batch_01,2024-05-04 02:00:00
ORD-001626,CUST-0069,PRD-007,2024-05-12 00:00:00,6583.04,4081.48,1020.98,0.0,Batch_01,2024-05-12 02:00:00
ORD-001627,CUST-0069,PRD-003,2024-05-18 00:00:00,11239.68,6519.01,2007.15,0.0,Batch_01,2024-05-18 02:00:00
ORD-001628,CUST-0069,PRD-015,2024-05-24 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2024-05-24 02:00:00
ORD-001629,CUST-0069,PRD-001,2024-06-01 00:00:00,2114.3,1057.15,480.75,0.0,Batch_01,2024-06-01 02:00:00
ORD-001630,CUST-0069,PRD-014,2024-06-08 00:00:00,1642.6,1116.97,225.06,,Batch_01,2024-06-08 02:00:00
ORD-001631,CUST-0069,PRD-008,2024-06-16 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2024-06-16 02:00:00
ORD-001632,CUST-0069,PRD-004,2024-06-24 00:00:00,6617.87,5228.12,1563.73,0.0,Batch_01,2024-06-24 02:00:00
ORD-001633,CUST-0070,PRD-020,2022-04-19 00:00:00,2858.48,1886.6,835.96,0.0,Batch_01,2022-04-19 02:00:00
ORD-001634,CUST-0070,PRD-006,2022-05-10 00:00:00,3383.15,1826.9,997.6,0.0,Batch_01,2022-05-10 02:00:00
ORD-001635,CUST-0070,PRD-019,2022-05-26 00:00:00,4530.62,2491.84,0.0,4530.62,Batch_01,2022-05-26 02:00:00
ORD-001636,CUST-0070,PRD-001,2022-06-18 00:00:00,2114.3,1057.15,211.86,0.0,Batch_01,2022-06-18 02:00:00
ORD-001637,CUST-0070,PRD-007,2022-07-07 00:00:00,6583.04,4081.48,681.2,,Batch_01,2022-07-07 02:00:00
ORD-001638,CUST-0070,PRD-007,2022-08-04 00:00:00,6583.04,4081.48,1320.75,0.0,Batch_01,2022-08-04 02:00:00
ORD-001639,CUST-0070,PRD-005,2022-08-21 00:00:00,3873.58,2169.2,1010.15,0.0,Batch_01,2022-08-21 02:00:00
ORD-001640,CUST-0070,PRD-006,2022-09-11 00:00:00,3383.15,1826.9,707.56,0.0,Batch_01,2022-09-11 02:00:00
ORD-001641,CUST-0070,PRD-017,2022-10-04 00:00:00,3804.52,2587.07,1010.29,0.0,Batch_01,2022-10-04 02:00:00
ORD-001642,CUST-0070,PRD-012,2022-10-25 00:00:00,9254.03,4441.93,2154.22,0.0,Batch_01,2022-10-25 02:00:00
ORD-001643,CUST-0070,PRD-005,2022-11-06 00:00:00,3873.58,2169.2,596.48,0.0,Batch_01,2022-11-06 02:00:00
ORD-001644,CUST-0070,PRD-016,2022-11-27 00:00:00,3288.18,2531.9,,0.0,Batch_01,2022-11-27 02:00:00
ORD-001645,CUST-0070,PRD-007,2022-12-14 00:00:00,6583.04,4081.48,698.99,0.0,Batch_01,2022-12-14 02:00:00
ORD-001646,CUST-0070,PRD-014,2023-01-07 00:00:00,1642.6,1116.97,232.04,,Batch_01,2023-01-07 02:00:00
ORD-001647,CUST-0070,PRD-020,2023-01-25 00:00:00,2858.48,1886.6,347.55,0.0,Batch_01,2023-01-25 02:00:00
ORD-001648,CUST-0070,PRD-005,2023-02-18 00:00:00,3873.58,2169.2,1094.2,0.0,Batch_01,2023-02-18 02:00:00
ORD-001649,CUST-0070,PRD-001,2023-02-23 00:00:00,2114.3,1057.15,596.37,0.0,Batch_01,2023-02-23 02:00:00
ORD-001650,CUST-0070,PRD-019,2023-03-12 00:00:00,4530.62,2491.84,1309.59,0.0,Batch_01,2023-03-12 02:00:00
ORD-001651,CUST-0070,PRD-014,2023-03-29 00:00:00,1642.6,1116.97,394.83,0.0,Batch_01,2023-03-29 02:00:00
ORD-001652,CUST-0070,PRD-007,2023-04-13 00:00:00,6583.04,4081.48,0.0,,Batch_01,2023-04-13 02:00:00
ORD-001653,CUST-0070,PRD-001,2023-05-05 00:00:00,2114.3,1057.15,258.03,2114.3,Batch_01,2023-05-05 02:00:00
ORD-001654,CUST-0070,PRD-011,2023-05-22 00:00:00,1844.81,1402.06,435.72,0.0,Batch_01,2023-05-22 02:00:00
ORD-001655,CUST-0070,PRD-005,2023-06-11 00:00:00,3873.58,2169.2,513.33,,Batch_01,2023-06-11 02:00:00
ORD-001656,CUST-0070,PRD-002,2023-07-02 00:00:00,3736.56,1905.65,712.83,0.0,Batch_01,2023-07-02 02:00:00
ORD-001657,CUST-0070,PRD-005,2023-07-21 00:00:00,3873.58,2169.2,765.7,3873.58,Batch_01,2023-07-21 02:00:00
ORD-001658,CUST-0070,PRD-003,2023-08-11 00:00:00,11239.68,6519.01,0.0,11239.68,Batch_01,2023-08-11 02:00:00
ORD-001659,CUST-0070,PRD-013,2023-08-25 00:00:00,7161.66,5371.24,0.0,0.0,Batch_01,2023-08-25 02:00:00
ORD-001660,CUST-0070,PRD-008,2023-09-18 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2023-09-18 02:00:00
ORD-001661,CUST-0070,PRD-016,2023-09-30 00:00:00,3288.18,2531.9,0.0,0.0,Batch_01,2023-09-30 02:00:00
ORD-001662,CUST-0070,PRD-016,2023-10-16 00:00:00,3288.18,2531.9,932.7,0.0,Batch_01,2023-10-16 02:00:00
ORD-001663,CUST-0070,PRD-015,2023-11-03 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2023-11-03 02:00:00
ORD-001664,CUST-0070,PRD-013,2023-11-19 00:00:00,7161.66,5371.24,1287.83,0.0,Batch_01,2023-11-19 02:00:00
ORD-001665,CUST-0070,PRD-002,2023-12-03 00:00:00,3736.56,1905.65,0.0,0.0,Batch_01,2023-12-03 02:00:00
ORD-001666,CUST-0070,PRD-015,2023-12-19 00:00:00,9468.54,4355.53,2605.61,0.0,Batch_01,2023-12-19 02:00:00
ORD-001667,CUST-0070,PRD-018,2024-01-06 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2024-01-06 02:00:00
ORD-001668,CUST-0070,PRD-010,2024-01-27 00:00:00,3622.05,1774.8,583.15,0.0,Batch_01,2024-01-27 02:00:00
ORD-001669,CUST-0070,PRD-017,2024-02-13 00:00:00,3804.52,2587.07,519.98,0.0,Batch_01,2024-02-13 02:00:00
ORD-001670,CUST-0070,PRD-015,2024-03-06 00:00:00,9468.54,4355.53,1944.03,0.0,Batch_01,2024-03-06 02:00:00
ORD-001671,CUST-0070,PRD-003,2024-03-23 00:00:00,11239.68,6519.01,0.0,0.0,Batch_01,2024-03-23 02:00:00
ORD-001672,CUST-0070,PRD-001,2024-04-15 00:00:00,2114.3,1057.15,617.99,0.0,Batch_01,2024-04-15 02:00:00
ORD-001673,CUST-0070,PRD-004,2024-04-26 00:00:00,6617.87,5228.12,1676.66,6617.87,Batch_01,2024-04-26 02:00:00
ORD-001674,CUST-0070,PRD-014,2024-05-16 00:00:00,1642.6,1116.97,0.0,0.0,Batch_01,2024-05-16 02:00:00
ORD-001675,CUST-0070,PRD-005,2024-06-04 00:00:00,3873.58,2169.2,868.37,,Batch_01,2024-06-04 02:00:00
ORD-001676,CUST-0070,PRD-002,2024-06-17 00:00:00,3736.56,1905.65,1005.21,3736.56,Batch_01,2024-06-17 02:00:00
ORD-001677,CUST-0071,PRD-015,2023-03-27 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2023-03-27 02:00:00
ORD-001678,CUST-0071,PRD-003,2023-04-04 00:00:00,11239.68,6519.01,0.0,0.0,Batch_01,2023-04-04 02:00:00
ORD-001679,CUST-0071,PRD-001,2023-04-11 00:00:00,2114.3,1057.15,0.0,0.0,Batch_01,2023-04-11 02:00:00
ORD-001680,CUST-0071,PRD-017,2023-04-16 00:00:00,3804.52,2587.07,0.0,0.0,Batch_01,2023-04-16 02:00:00
ORD-001681,CUST-0071,PRD-019,2023-04-24 00:00:00,4530.62,2491.84,0.0,0.0,Batch_01,2023-04-24 02:00:00
ORD-001682,CUST-0071,PRD-011,2023-04-28 00:00:00,1844.81,,0.0,0.0,Batch_01,2023-04-28 02:00:00
ORD-001683,CUST-0071,PRD-003,2023-05-04 00:00:00,11239.68,6519.01,0.0,0.0,Batch_01,2023-05-04 02:00:00
ORD-001684,CUST-0071,PRD-018,2023-05-11 00:00:00,12902.11,,3599.82,0.0,Batch_01,2023-05-11 02:00:00
ORD-001685,CUST-0071,PRD-008,2023-05-18 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2023-05-18 02:00:00
ORD-001686,CUST-0071,PRD-020,2023-05-24 00:00:00,2858.48,1886.6,0.0,0.0,Batch_01,2023-05-24 02:00:00
ORD-001687,CUST-0071,PRD-010,2023-05-30 00:00:00,3622.05,1774.8,473.06,0.0,Batch_01,2023-05-30 02:00:00
ORD-001688,CUST-0071,PRD-012,2023-06-05 00:00:00,9254.03,4441.93,1117.16,9254.03,Batch_01,2023-06-05 02:00:00
ORD-001689,CUST-0071,PRD-005,2023-06-11 00:00:00,3873.58,2169.2,0.0,0.0,Batch_01,2023-06-11 02:00:00
ORD-001690,CUST-0071,PRD-010,2023-06-19 00:00:00,3622.05,1774.8,0.0,0.0,Batch_01,2023-06-19 02:00:00
ORD-001691,CUST-0071,PRD-018,2023-06-24 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2023-06-24 02:00:00
ORD-001692,CUST-0071,PRD-012,2023-06-29 00:00:00,9254.03,4441.93,0.0,0.0,Batch_01,2023-06-29 02:00:00
ORD-001693,CUST-0071,PRD-001,2023-07-04 00:00:00,2114.3,1057.15,220.59,0.0,Batch_01,2023-07-04 02:00:00
ORD-001694,CUST-0071,PRD-005,2023-07-09 00:00:00,3873.58,2169.2,783.64,0.0,Batch_01,2023-07-09 02:00:00
ORD-001695,CUST-0071,PRD-006,2023-07-16 00:00:00,3383.15,1826.9,0.0,0.0,Batch_01,2023-07-16 02:00:00
ORD-001696,CUST-0071,PRD-005,2023-07-22 00:00:00,3873.58,2169.2,0.0,0.0,Batch_01,2023-07-22 02:00:00
ORD-001697,CUST-0071,PRD-011,2023-07-28 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2023-07-28 02:00:00
ORD-001698,CUST-0071,PRD-008,2023-08-03 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2023-08-03 02:00:00
ORD-001699,CUST-0071,PRD-014,2023-08-10 00:00:00,1642.6,1116.97,292.2,0.0,Batch_01,2023-08-10 02:00:00
ORD-001700,CUST-0071,PRD-002,2023-08-16 00:00:00,3736.56,1905.65,0.0,0.0,Batch_01,2023-08-16 02:00:00
ORD-001701,CUST-0071,PRD-007,2023-08-22 00:00:00,6583.04,4081.48,0.0,0.0,Batch_01,2023-08-22 02:00:00
ORD-001702,CUST-0071,PRD-003,2023-08-28 00:00:00,11239.68,6519.01,0.0,0.0,Batch_01,2023-08-28 02:00:00
ORD-001703,CUST-0071,PRD-008,2023-09-04 00:00:00,12236.74,9789.39,2448.91,0.0,Batch_01,2023-09-04 02:00:00
ORD-001704,CUST-0071,PRD-003,2023-09-11 00:00:00,11239.68,6519.01,0.0,0.0,Batch_01,2023-09-11 02:00:00
ORD-001705,CUST-0071,PRD-013,2023-09-17 00:00:00,7161.66,5371.24,933.02,0.0,Batch_01,2023-09-17 02:00:00
ORD-001706,CUST-0071,PRD-015,2023-09-25 00:00:00,9468.54,4355.53,0.0,,Batch_01,2023-09-25 02:00:00
ORD-001707,CUST-0071,PRD-010,2023-10-02 00:00:00,3622.05,1774.8,0.0,0.0,Batch_01,2023-10-02 02:00:00
ORD-001708,CUST-0071,PRD-010,2023-10-10 00:00:00,3622.05,1774.8,970.22,0.0,Batch_01,2023-10-10 02:00:00
ORD-001709,CUST-0071,PRD-009,2023-10-21 00:00:00,10623.02,7011.19,0.0,0.0,Batch_01,2023-10-21 02:00:00
ORD-001710,CUST-0071,PRD-006,2023-10-26 00:00:00,3383.15,1826.9,0.0,0.0,Batch_01,2023-10-26 02:00:00
ORD-001711,CUST-0071,PRD-018,2023-11-02 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2023-11-02 02:00:00
ORD-001712,CUST-0071,PRD-001,2023-11-07 00:00:00,2114.3,1057.15,0.0,0.0,Batch_01,2023-11-07 02:00:00
ORD-001713,CUST-0071,PRD-014,2023-11-13 00:00:00,1642.6,1116.97,405.02,0.0,Batch_01,2023-11-13 02:00:00
ORD-001714,CUST-0071,PRD-018,2023-11-17 00:00:00,12902.11,5805.95,0.0,,Batch_01,2023-11-17 02:00:00
ORD-001715,CUST-0071,PRD-002,2023-11-22 00:00:00,3736.56,1905.65,950.39,0.0,Batch_01,2023-11-22 02:00:00
ORD-001716,CUST-0071,PRD-012,2023-11-27 00:00:00,9254.03,4441.93,2555.51,0.0,Batch_01,2023-11-27 02:00:00
ORD-001717,CUST-0071,PRD-020,2023-12-04 00:00:00,2858.48,1886.6,0.0,0.0,Batch_01,2023-12-04 02:00:00
ORD-001718,CUST-0071,PRD-005,2023-12-11 00:00:00,3873.58,2169.2,0.0,3873.58,Batch_01,2023-12-11 02:00:00
ORD-001719,CUST-0071,PRD-018,2023-12-14 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2023-12-14 02:00:00
ORD-001720,CUST-0071,PRD-014,2023-12-20 00:00:00,1642.6,1116.97,221.44,0.0,Batch_01,2023-12-20 02:00:00
ORD-001721,CUST-0071,PRD-009,2023-12-27 00:00:00,10623.02,7011.19,2416.52,0.0,Batch_01,2023-12-27 02:00:00
ORD-001722,CUST-0071,PRD-006,2024-01-01 00:00:00,3383.15,1826.9,0.0,0.0,Batch_01,2024-01-01 02:00:00
ORD-001723,CUST-0071,PRD-008,2024-01-09 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2024-01-09 02:00:00
ORD-001724,CUST-0071,PRD-010,2024-01-18 00:00:00,3622.05,1774.8,0.0,,Batch_01,2024-01-18 02:00:00
ORD-001725,CUST-0071,PRD-005,2024-01-24 00:00:00,3873.58,2169.2,0.0,0.0,Batch_01,2024-01-24 02:00:00
ORD-001726,CUST-0071,PRD-007,2024-01-29 00:00:00,6583.04,4081.48,665.2,0.0,Batch_01,2024-01-29 02:00:00
ORD-001727,CUST-0071,PRD-004,2024-02-04 00:00:00,6617.87,5228.12,0.0,,Batch_01,2024-02-04 02:00:00
ORD-001728,CUST-0071,PRD-011,2024-02-09 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2024-02-09 02:00:00
ORD-001729,CUST-0071,PRD-019,2024-02-14 00:00:00,4530.62,2491.84,641.06,,Batch_01,2024-02-14 02:00:00
ORD-001730,CUST-0071,PRD-015,2024-02-23 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2024-02-23 02:00:00
ORD-001731,CUST-0071,PRD-004,2024-02-29 00:00:00,6617.87,5228.12,0.0,0.0,Batch_01,2024-02-29 02:00:00
ORD-001732,CUST-0071,PRD-009,2024-03-05 00:00:00,10623.02,7011.19,0.0,,Batch_01,2024-03-05 02:00:00
ORD-001733,CUST-0071,PRD-014,2024-03-11 00:00:00,1642.6,1116.97,0.0,0.0,Batch_01,2024-03-11 02:00:00
ORD-001734,CUST-0071,PRD-005,2024-03-18 00:00:00,3873.58,2169.2,806.12,,Batch_01,2024-03-18 02:00:00
ORD-001735,CUST-0071,PRD-012,2024-03-27 00:00:00,9254.03,,0.0,0.0,Batch_01,2024-03-27 02:00:00
ORD-001736,CUST-0071,PRD-011,2024-04-01 00:00:00,1844.81,1402.06,,0.0,Batch_01,2024-04-01 02:00:00
ORD-001737,CUST-0071,PRD-002,2024-04-07 00:00:00,3736.56,1905.65,0.0,0.0,Batch_01,2024-04-07 02:00:00
ORD-001738,CUST-0071,PRD-005,2024-04-13 00:00:00,3873.58,2169.2,,0.0,Batch_01,2024-04-13 02:00:00
ORD-001739,CUST-0071,PRD-008,2024-04-18 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2024-04-18 02:00:00
ORD-001740,CUST-0071,PRD-017,2024-04-24 00:00:00,3804.52,2587.07,0.0,0.0,Batch_01,2024-04-24 02:00:00
ORD-001741,CUST-0071,PRD-010,2024-04-30 00:00:00,3622.05,1774.8,0.0,3622.05,Batch_01,2024-04-30 02:00:00
ORD-001742,CUST-0071,PRD-002,2024-05-07 00:00:00,3736.56,1905.65,1037.29,0.0,Batch_01,2024-05-07 02:00:00
ORD-001743,CUST-0071,PRD-009,2024-05-13 00:00:00,10623.02,7011.19,0.0,,Batch_01,2024-05-13 02:00:00
ORD-001744,CUST-0071,PRD-019,2024-05-19 00:00:00,4530.62,2491.84,0.0,0.0,Batch_01,2024-05-19 02:00:00
ORD-001745,CUST-0071,PRD-016,2024-05-25 00:00:00,3288.18,2531.9,0.0,0.0,Batch_01,2024-05-25 02:00:00
ORD-001746,CUST-0071,PRD-009,2024-05-28 00:00:00,10623.02,7011.19,0.0,0.0,Batch_01,2024-05-28 02:00:00
ORD-001747,CUST-0071,PRD-008,2024-06-04 00:00:00,12236.74,9789.39,2242.36,0.0,Batch_01,2024-06-04 02:00:00
ORD-001748,CUST-0071,PRD-010,2024-06-08 00:00:00,3622.05,1774.8,0.0,0.0,Batch_01,2024-06-08 02:00:00
ORD-001749,CUST-0071,PRD-012,2024-06-14 00:00:00,9254.03,4441.93,0.0,0.0,Batch_01,2024-06-14 02:00:00
ORD-001750,CUST-0071,PRD-017,2024-06-20 00:00:00,3804.52,2587.07,646.96,0.0,Batch_01,2024-06-20 02:00:00
ORD-001751,CUST-0071,PRD-012,2024-06-26 00:00:00,9254.03,4441.93,0.0,0.0,Batch_01,2024-06-26 02:00:00
ORD-001752,CUST-0072,PRD-007,2023-02-21 00:00:00,6583.04,4081.48,1687.66,6583.04,Batch_01,2023-02-21 02:00:00
ORD-001753,CUST-0072,PRD-009,2023-03-04 00:00:00,10623.02,7011.19,2514.67,10623.02,Batch_01,2023-03-04 02:00:00
ORD-001754,CUST-0072,PRD-003,2023-03-18 00:00:00,11239.68,6519.01,1971.95,11239.68,Batch_01,2023-03-18 02:00:00
ORD-001755,CUST-0072,PRD-016,2023-03-30 00:00:00,3288.18,2531.9,404.83,3288.18,Batch_01,2023-03-30 02:00:00
ORD-001756,CUST-0072,PRD-015,2023-04-09 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2023-04-09 02:00:00
ORD-001757,CUST-0072,PRD-010,2023-04-16 00:00:00,3622.05,1774.8,0.0,3622.05,Batch_01,2023-04-16 02:00:00
ORD-001758,CUST-0072,PRD-003,2023-04-25 00:00:00,11239.68,6519.01,2052.51,0.0,Batch_01,2023-04-25 02:00:00
ORD-001759,CUST-0072,PRD-003,2023-05-06 00:00:00,11239.68,6519.01,1226.88,0.0,Batch_01,2023-05-06 02:00:00
ORD-001760,CUST-0072,PRD-020,2023-05-18 00:00:00,2858.48,1886.6,318.37,2858.48,Batch_01,2023-05-18 02:00:00
ORD-001761,CUST-0072,PRD-002,2023-05-26 00:00:00,3736.56,1905.65,608.41,0.0,Batch_01,2023-05-26 02:00:00
ORD-001762,CUST-0072,PRD-011,2023-06-03 00:00:00,1844.81,1402.06,0.0,1844.81,Batch_01,2023-06-03 02:00:00
ORD-001763,CUST-0072,PRD-016,2023-06-13 00:00:00,3288.18,2531.9,0.0,0.0,Batch_01,2023-06-13 02:00:00
ORD-001764,CUST-0072,PRD-017,2023-06-25 00:00:00,3804.52,2587.07,0.0,,Batch_01,2023-06-25 02:00:00
ORD-001765,CUST-0072,PRD-020,2023-07-03 00:00:00,2858.48,1886.6,0.0,0.0,Batch_01,2023-07-03 02:00:00
ORD-001766,CUST-0072,PRD-002,2023-07-15 00:00:00,3736.56,1905.65,599.88,0.0,Batch_01,2023-07-15 02:00:00
ORD-001767,CUST-0072,PRD-003,2023-07-29 00:00:00,11239.68,,0.0,11239.68,Batch_01,2023-07-29 02:00:00
ORD-001768,CUST-0072,PRD-001,2023-08-06 00:00:00,2114.3,1057.15,440.37,2114.3,Batch_01,2023-08-06 02:00:00
ORD-001769,CUST-0072,PRD-016,2023-08-19 00:00:00,3288.18,2531.9,953.94,0.0,Batch_01,2023-08-19 02:00:00
ORD-001770,CUST-0072,PRD-013,2023-08-27 00:00:00,7161.66,5371.24,0.0,0.0,Batch_01,2023-08-27 02:00:00
ORD-001771,CUST-0072,PRD-020,2023-09-03 00:00:00,2858.48,1886.6,601.98,2858.48,Batch_01,2023-09-03 02:00:00
ORD-001772,CUST-0072,PRD-004,2023-09-12 00:00:00,6617.87,5228.12,0.0,6617.87,Batch_01,2023-09-12 02:00:00
ORD-001773,CUST-0072,PRD-012,2023-09-26 00:00:00,9254.03,4441.93,2339.77,0.0,Batch_01,2023-09-26 02:00:00
ORD-001774,CUST-0072,PRD-020,2023-10-04 00:00:00,2858.48,1886.6,,2858.48,Batch_01,2023-10-04 02:00:00
ORD-001775,CUST-0072,PRD-008,2023-10-14 00:00:00,12236.74,9789.39,3585.6,12236.74,Batch_01,2023-10-14 02:00:00
ORD-001776,CUST-0072,PRD-010,2023-10-22 00:00:00,3622.05,1774.8,375.86,0.0,Batch_01,2023-10-22 02:00:00
ORD-001777,CUST-0072,PRD-017,2023-11-03 00:00:00,3804.52,2587.07,669.08,0.0,Batch_01,2023-11-03 02:00:00
ORD-001778,CUST-0072,PRD-003,2023-11-14 00:00:00,11239.68,6519.01,0.0,11239.68,Batch_01,2023-11-14 02:00:00
ORD-001779,CUST-0072,PRD-006,2023-11-23 00:00:00,3383.15,1826.9,0.0,0.0,Batch_01,2023-11-23 02:00:00
ORD-001780,CUST-0072,PRD-006,2023-12-03 00:00:00,3383.15,,898.67,3383.15,Batch_01,2023-12-03 02:00:00
ORD-001781,CUST-0072,PRD-011,2023-12-15 00:00:00,1844.81,1402.06,194.57,0.0,Batch_01,2023-12-15 02:00:00
ORD-001782,CUST-0072,PRD-012,2023-12-27 00:00:00,9254.03,4441.93,0.0,0.0,Batch_01,2023-12-27 02:00:00
ORD-001783,CUST-0072,PRD-013,2024-01-10 00:00:00,7161.66,5371.24,0.0,0.0,Batch_01,2024-01-10 02:00:00
ORD-001784,CUST-0072,PRD-013,2024-01-20 00:00:00,7161.66,5371.24,0.0,0.0,Batch_01,2024-01-20 02:00:00
ORD-001785,CUST-0072,PRD-014,2024-01-29 00:00:00,1642.6,1116.97,0.0,0.0,Batch_01,2024-01-29 02:00:00
ORD-001786,CUST-0072,PRD-002,2024-02-10 00:00:00,3736.56,1905.65,0.0,,Batch_01,2024-02-10 02:00:00
ORD-001787,CUST-0072,PRD-007,2024-02-18 00:00:00,6583.04,4081.48,0.0,0.0,Batch_01,2024-02-18 02:00:00
ORD-001788,CUST-0072,PRD-012,2024-02-25 00:00:00,9254.03,4441.93,2605.4,9254.03,Batch_01,2024-02-25 02:00:00
ORD-001789,CUST-0072,PRD-007,2024-03-03 00:00:00,6583.04,4081.48,1973.34,0.0,Batch_01,2024-03-03 02:00:00
ORD-001790,CUST-0072,PRD-006,2024-03-10 00:00:00,3383.15,1826.9,0.0,3383.15,Batch_01,2024-03-10 02:00:00
ORD-001791,CUST-0072,PRD-011,2024-03-22 00:00:00,1844.81,1402.06,276.91,0.0,Batch_01,2024-03-22 02:00:00
ORD-001792,CUST-0072,PRD-010,2024-04-02 00:00:00,3622.05,1774.8,584.52,0.0,Batch_01,2024-04-02 02:00:00
ORD-001793,CUST-0072,PRD-020,2024-04-15 00:00:00,2858.48,1886.6,0.0,0.0,Batch_01,2024-04-15 02:00:00
ORD-001794,CUST-0072,PRD-011,2024-04-29 00:00:00,1844.81,1402.06,,0.0,Batch_01,2024-04-29 02:00:00
ORD-001795,CUST-0072,PRD-012,2024-05-12 00:00:00,9254.03,4441.93,1681.66,0.0,Batch_01,2024-05-12 02:00:00
ORD-001796,CUST-0072,PRD-004,2024-05-23 00:00:00,6617.87,5228.12,0.0,0.0,Batch_01,2024-05-23 02:00:00
ORD-001797,CUST-0072,PRD-020,2024-06-04 00:00:00,2858.48,1886.6,433.35,0.0,Batch_01,2024-06-04 02:00:00
ORD-001798,CUST-0072,PRD-005,2024-06-14 00:00:00,3873.58,2169.2,563.54,3873.58,Batch_01,2024-06-14 02:00:00
ORD-001799,CUST-0072,PRD-005,2024-06-23 00:00:00,3873.58,2169.2,0.0,3873.58,Batch_01,2024-06-23 02:00:00
ORD-001800,CUST-0073,PRD-001,2022-06-23 00:00:00,2114.3,1057.15,425.7,0.0,Batch_01,2022-06-23 02:00:00
ORD-001801,CUST-0073,PRD-004,2022-09-18 00:00:00,6617.87,5228.12,0.0,0.0,Batch_01,2022-09-18 02:00:00
ORD-001802,CUST-0073,PRD-002,2022-11-22 00:00:00,3736.56,1905.65,0.0,0.0,Batch_01,2022-11-22 02:00:00
ORD-001803,CUST-0073,PRD-009,2023-03-05 00:00:00,10623.02,7011.19,0.0,0.0,Batch_01,2023-03-05 02:00:00
ORD-001804,CUST-0073,PRD-017,2023-06-06 00:00:00,3804.52,2587.07,559.03,0.0,Batch_01,2023-06-06 02:00:00
