ticket_id,customer_id,order_id,ticket_date,resolution_cost
TKT-00369,CUST-0145,ORD-003460,2023-04-03 00:00:00,150.0
TKT-00370,CUST-0147,ORD-003493,2023-10-22 00:00:00,150.0
TKT-00371,CUST-0148,ORD-003502,2022-08-02 00:00:00,150.0
TKT-00372,CUST-0149,ORD-003520,2024-06-13 00:00:00,150.0
TKT-00373,CUST-0152,ORD-003543,2022-04-14 00:00:00,150.0
TKT-00374,CUST-0152,ORD-003550,2023-01-06 00:00:00,150.0
TKT-00375,CUST-0152,ORD-003554,2023-06-29 00:00:00,150.0
TKT-00376,CUST-0152,ORD-003556,2023-09-27 00:00:00,150.0
TKT-00377,CUST-0153,ORD-003565,2022-12-12 00:00:00,400.0
TKT-00378,CUST-0154,ORD-003572,2022-12-19 00:00:00,150.0
TKT-00379,CUST-0155,ORD-003581,2023-06-14 00:00:00,150.0
TKT-00380,CUST-0157,ORD-003627,2024-04-30 00:00:00,150.0
TKT-00381,CUST-0158,ORD-003631,2023-02-16 00:00:00,150.0
TKT-00382,CUST-0159,ORD-003647,2024-01-03 00:00:00,150.0
TKT-00383,CUST-0160,ORD-003666,2022-09-27 00:00:00,150.0
TKT-00384,CUST-0160,ORD-003670,2022-11-14 00:00:00,150.0
TKT-00385,CUST-0160,ORD-003682,2023-04-02 00:00:00,150.0
TKT-00386,CUST-0160,ORD-003697,2023-08-14 00:00:00,150.0
TKT-00387,CUST-0160,ORD-003704,2023-10-30 00:00:00,150.0
TKT-00388,CUST-0160,ORD-003725,2024-06-19 00:00:00,150.0
TKT-00389,CUST-0160,ORD-003726,2024-07-01 00:00:00,150.0
TKT-00390,CUST-0161,ORD-003732,2022-10-24 00:00:00,150.0
TKT-00391,CUST-0161,ORD-003736,2023-03-30 00:00:00,400.0
TKT-00392,CUST-0161,ORD-003742,2023-11-04 00:00:00,400.0
TKT-00393,CUST-0161,ORD-003744,2024-01-27 00:00:00,150.0
TKT-00394,CUST-0164,ORD-003777,2023-05-08 00:00:00,400.0
TKT-00395,CUST-0164,ORD-003779,2023-11-19 00:00:00,150.0
TKT-00396,CUST-0165,ORD-003783,2022-09-19 00:00:00,150.0
TKT-00397,CUST-0166,ORD-003784,2022-06-16 00:00:00,400.0
TKT-00398,CUST-0166,ORD-003789,2022-11-09 00:00:00,150.0
TKT-00399,CUST-0166,ORD-003792,2023-01-24 00:00:00,150.0
TKT-00400,CUST-0166,ORD-003794,2023-03-19 00:00:00,150.0
TKT-00401,CUST-0166,ORD-003804,2023-12-21 00:00:00,150.0
TKT-00402,CUST-0166,ORD-003808,2024-04-18 00:00:00,400.0
TKT-00403,CUST-0167,ORD-003823,2024-01-18 00:00:00,150.0
TKT-00404,CUST-0168,ORD-003831,2022-10-10 00:00:00,150.0
TKT-00405,CUST-0168,ORD-003835,2022-11-01 00:00:00,150.0
TKT-00406,CUST-0168,ORD-003837,2022-11-15 00:00:00,150.0
TKT-00407,CUST-0168,ORD-003856,2023-03-08 00:00:00,150.0
TKT-00408,CUST-0168,ORD-003864,2023-04-30 00:00:00,400.0
TKT-00409,CUST-0168,ORD-003869,2023-06-03 00:00:00,150.0
TKT-00410,CUST-0168,ORD-003878,2023-07-24 00:00:00,150.0
TKT-00411,CUST-0168,ORD-003884,2023-09-01 00:00:00,150.0
TKT-00412,CUST-0168,ORD-003886,2023-09-11 00:00:00,150.0
TKT-00413,CUST-0168,ORD-003896,2023-11-15 00:00:00,150.0
TKT-00414,CUST-0168,ORD-003903,2023-12-29 00:00:00,400.0
TKT-00415,CUST-0168,ORD-003905,2024-01-10 00:00:00,150.0
TKT-00416,CUST-0168,ORD-003906,2024-01-18 00:00:00,150.0
TKT-00417,CUST-0168,ORD-003913,2024-03-01 00:00:00,150.0
TKT-00418,CUST-0168,ORD-003918,2024-04-04 00:00:00,150.0
TKT-00419,CUST-0168,ORD-003921,2024-04-23 00:00:00,
TKT-00420,CUST-0169,ORD-003939,2023-02-08 00:00:00,150.0
TKT-00421,CUST-0169,ORD-003940,2023-03-03 00:00:00,400.0
TKT-00422,CUST-0169,ORD-003942,2023-04-15 00:00:00,
TKT-00423,CUST-0169,ORD-003949,2023-09-17 00:00:00,
TKT-00424,CUST-0169,ORD-003953,2023-12-12 00:00:00,150.0
TKT-00425,CUST-0170,ORD-003993,2023-01-18 00:00:00,400.0
TKT-00426,CUST-0170,ORD-004000,2023-03-04 00:00:00,150.0
TKT-00427,CUST-0170,ORD-004001,2023-03-13 00:00:00,
TKT-00428,CUST-0170,ORD-004013,2023-05-28 00:00:00,150.0
TKT-00429,CUST-0170,ORD-004014,2023-06-06 00:00:00,400.0
TKT-00430,CUST-0170,ORD-004035,2023-10-31 00:00:00,150.0
TKT-00431,CUST-0170,ORD-004041,2023-12-14 00:00:00,150.0
TKT-00432,CUST-0170,ORD-004046,2024-01-15 00:00:00,150.0
TKT-00433,CUST-0170,ORD-004054,2024-03-13 00:00:00,400.0
TKT-00434,CUST-0171,ORD-004082,2023-04-03 00:00:00,
TKT-00435,CUST-0171,ORD-004084,2023-05-23 00:00:00,150.0
TKT-00436,CUST-0171,ORD-004085,2023-06-26 00:00:00,150.0
TKT-00437,CUST-0171,ORD-004087,2023-08-13 00:00:00,150.0
TKT-00438,CUST-0171,ORD-004088,2023-09-12 00:00:00,150.0
TKT-00439,CUST-0171,ORD-004097,2024-04-17 00:00:00,150.0
TKT-00440,CUST-0171,ORD-004098,2024-05-03 00:00:00,
TKT-00441,CUST-0173,ORD-004111,2022-08-31 00:00:00,150.0
TKT-00442,CUST-0174,ORD-004141,2023-08-30 00:00:00,150.0
TKT-00443,CUST-0175,ORD-004146,2022-02-25 00:00:00,400.0
TKT-00444,CUST-0175,ORD-004154,2022-07-31 00:00:00,150.0
TKT-00445,CUST-0175,ORD-004157,2022-10-09 00:00:00,150.0
TKT-00446,CUST-0175,ORD-004159,2022-11-22 00:00:00,400.0
TKT-00447,CUST-0175,ORD-004165,2023-03-17 00:00:00,150.0
TKT-00448,CUST-0175,ORD-004177,2023-12-06 00:00:00,150.0
TKT-00449,CUST-0176,ORD-004193,2022-12-18 00:00:00,150.0
TKT-00450,CUST-0176,ORD-004195,2023-01-25 00:00:00,150.0
TKT-00451,CUST-0176,ORD-004200,2023-05-09 00:00:00,400.0
TKT-00452,CUST-0176,ORD-004201,2023-06-03 00:00:00,
TKT-00453,CUST-0176,ORD-004202,2023-06-23 00:00:00,150.0
TKT-00454,CUST-0176,ORD-004207,2023-10-14 00:00:00,150.0
TKT-00455,CUST-0176,ORD-004213,2024-02-12 00:00:00,150.0
TKT-00456,CUST-0176,ORD-004219,2024-06-05 00:00:00,150.0
TKT-00457,CUST-0178,ORD-004226,2022-02-03 00:00:00,150.0
TKT-00458,CUST-0178,ORD-004238,2022-11-16 00:00:00,150.0
TKT-00459,CUST-0178,ORD-004256,2023-12-17 00:00:00,150.0
TKT-00460,CUST-0179,ORD-004268,2022-12-04 00:00:00,150.0
TKT-00461,CUST-0179,ORD-004284,2023-06-26 00:00:00,150.0
TKT-00462,CUST-0179,ORD-004289,2023-08-29 00:00:00,150.0
TKT-00463,CUST-0179,ORD-004308,2024-04-05 00:00:00,150.0
TKT-00464,CUST-0179,ORD-004311,2024-05-14 00:00:00,400.0
TKT-00465,CUST-0180,ORD-004320,2024-02-16 00:00:00,150.0
TKT-00466,CUST-0181,ORD-004329,2023-08-10 00:00:00,150.0
TKT-00467,CUST-0181,ORD-004332,2023-10-07 00:00:00,150.0
TKT-00468,CUST-0182,ORD-004348,2023-06-07 00:00:00,150.0
TKT-00469,CUST-0183,ORD-004356,2022-11-27 00:00:00,150.0
TKT-00470,CUST-0183,ORD-004359,2023-02-01 00:00:00,400.0
TKT-00471,CUST-0183,ORD-004374,2024-01-20 00:00:00,150.0
TKT-00472,CUST-0185,ORD-004397,2023-07-31 00:00:00,150.0
TKT-00473,CUST-0185,ORD-004400,2023-09-25 00:00:00,400.0
TKT-00474,CUST-0186,ORD-004415,2022-05-31 00:00:00,150.0
TKT-00475,CUST-0186,ORD-004416,2022-06-07 00:00:00,150.0
TKT-00476,CUST-0186,ORD-004423,2022-07-29 00:00:00,150.0
TKT-00477,CUST-0186,ORD-004433,2022-10-14 00:00:00,150.0
TKT-00478,CUST-0186,ORD-004437,2022-11-16 00:00:00,400.0
TKT-00479,CUST-0186,ORD-004438,2022-11-21 00:00:00,150.0
TKT-00480,CUST-0186,ORD-004440,2022-12-05 00:00:00,400.0
TKT-00481,CUST-0186,ORD-004441,2022-12-13 00:00:00,150.0
TKT-00482,CUST-0186,ORD-004444,2023-01-05 00:00:00,150.0
TKT-00483,CUST-0186,ORD-004446,2023-01-25 00:00:00,150.0
TKT-00484,CUST-0186,ORD-004449,2023-02-12 00:00:00,
TKT-00485,CUST-0186,ORD-004452,2023-03-11 00:00:00,150.0
TKT-00486,CUST-0186,ORD-004454,2023-03-27 00:00:00,
TKT-00487,CUST-0186,ORD-004458,2023-04-25 00:00:00,150.0
TKT-00488,CUST-0186,ORD-004464,2023-06-09 00:00:00,150.0
TKT-00489,CUST-0186,ORD-004470,2023-07-26 00:00:00,150.0
TKT-00490,CUST-0186,ORD-004471,2023-08-01 00:00:00,150.0
TKT-00491,CUST-0186,ORD-004489,2023-12-17 00:00:00,150.0
TKT-00492,CUST-0186,ORD-004497,2024-02-12 00:00:00,150.0
TKT-00493,CUST-0186,ORD-004503,2024-03-30 00:00:00,150.0
TKT-00494,CUST-0186,ORD-004507,2024-04-26 00:00:00,150.0
TKT-00495,CUST-0186,ORD-004509,2024-05-16 00:00:00,150.0
TKT-00496,CUST-0186,ORD-004511,2024-05-30 00:00:00,150.0
TKT-00497,CUST-0186,ORD-004512,2024-06-06 00:00:00,150.0
TKT-00498,CUST-0186,ORD-004513,2024-06-14 00:00:00,150.0
TKT-00499,CUST-0187,ORD-004518,2022-11-22 00:00:00,150.0
TKT-00500,CUST-0187,ORD-004531,2024-02-10 00:00:00,150.0
TKT-00501,CUST-0190,ORD-004563,2023-04-12 00:00:00,150.0
TKT-00502,CUST-0191,ORD-004576,2023-09-04 00:00:00,
TKT-00503,CUST-0191,ORD-004579,2023-11-23 00:00:00,150.0
TKT-00504,CUST-0191,ORD-004581,2024-01-22 00:00:00,150.0
TKT-00505,CUST-0191,ORD-004582,2024-02-23 00:00:00,
TKT-00506,CUST-0191,ORD-004583,2024-03-27 00:00:00,150.0
TKT-00507,CUST-0193,ORD-004615,2022-05-06 00:00:00,150.0
TKT-00508,CUST-0193,ORD-004619,2023-03-16 00:00:00,150.0
TKT-00509,CUST-0193,ORD-004620,2023-07-29 00:00:00,150.0
TKT-00510,CUST-0195,ORD-004654,2022-10-01 00:00:00,150.0
TKT-00511,CUST-0195,ORD-004676,2023-02-13 00:00:00,150.0
TKT-00512,CUST-0195,ORD-004713,2023-10-07 00:00:00,150.0
TKT-00513,CUST-0195,ORD-004721,2023-12-01 00:00:00,150.0
TKT-00514,CUST-0198,ORD-004778,2023-05-09 00:00:00,400.0
TKT-00515,CUST-0198,ORD-004780,2023-05-28 00:00:00,150.0
TKT-00516,CUST-0198,ORD-004781,2023-06-06 00:00:00,150.0
TKT-00517,CUST-0198,ORD-004810,2024-01-21 00:00:00,150.0
TKT-00518,CUST-0198,ORD-004821,2024-04-21 00:00:00,150.0
TKT-00519,CUST-0198,ORD-004825,2024-05-30 00:00:00,150.0
TKT-00520,CUST-0198,ORD-004826,2024-06-09 00:00:00,400.0
TKT-00521,CUST-0199,ORD-004829,2022-03-03 00:00:00,150.0
TKT-00522,CUST-0199,ORD-004842,2023-07-12 00:00:00,150.0
TKT-00523,CUST-0199,ORD-004851,2024-06-15 00:00:00,150.0
TKT-00524,CUST-0200,ORD-004853,2023-04-07 00:00:00,150.0
TKT-00525,CUST-0200,ORD-004857,2023-08-27 00:00:00,150.0
TKT-00526,CUST-0200,ORD-004858,2023-09-29 00:00:00,400.0
TKT-00527,CUST-0200,ORD-004860,2024-01-15 00:00:00,400.0
TKT-00528,CUST-0201,ORD-004865,2022-05-26 00:00:00,400.0
TKT-00529,CUST-0201,ORD-004868,2022-11-24 00:00:00,150.0
TKT-00530,CUST-0202,ORD-004894,2023-12-03 00:00:00,150.0
TKT-00531,CUST-0202,ORD-004896,2024-01-07 00:00:00,150.0
TKT-00532,CUST-0202,ORD-004897,2024-01-24 00:00:00,150.0
TKT-00533,CUST-0202,ORD-004903,2024-05-21 00:00:00,
TKT-00534,CUST-0202,ORD-004905,2024-07-01 00:00:00,150.0
TKT-00535,CUST-0203,ORD-004907,2022-05-14 00:00:00,150.0
TKT-00536,CUST-0203,ORD-004908,2022-06-19 00:00:00,150.0
TKT-00537,CUST-0203,ORD-004913,2023-01-09 00:00:00,150.0
TKT-00538,CUST-0204,ORD-004936,2023-05-08 00:00:00,150.0
TKT-00539,CUST-0204,ORD-004950,2024-02-12 00:00:00,
TKT-00540,CUST-0204,ORD-004951,2024-03-05 00:00:00,150.0
TKT-00541,CUST-0206,ORD-004982,2023-03-02 00:00:00,400.0
TKT-00542,CUST-0206,ORD-004984,2023-09-17 00:00:00,150.0
TKT-00543,CUST-0207,ORD-004988,2023-08-03 00:00:00,150.0
TKT-00544,CUST-0207,ORD-004992,2024-01-04 00:00:00,400.0
TKT-00545,CUST-0209,ORD-005004,2023-03-06 00:00:00,150.0
TKT-00546,CUST-0211,ORD-005026,2023-06-10 00:00:00,150.0
TKT-00547,CUST-0211,ORD-005028,2023-08-09 00:00:00,150.0
TKT-00548,CUST-0213,ORD-005061,2023-08-13 00:00:00,150.0
TKT-00549,CUST-0213,ORD-005068,2024-04-07 00:00:00,150.0
TKT-00550,CUST-0214,ORD-005080,2024-01-29 00:00:00,150.0
TKT-00551,CUST-0216,ORD-005099,2022-04-11 00:00:00,400.0
TKT-00552,CUST-0216,ORD-005101,2022-08-13 00:00:00,150.0
TKT-00553,CUST-0217,ORD-005107,2023-04-02 00:00:00,150.0
TKT-00554,CUST-0217,ORD-005109,2023-06-09 00:00:00,400.0
TKT-00555,CUST-0217,ORD-005113,2024-01-30 00:00:00,150.0
TKT-00556,CUST-0219,ORD-005129,2022-07-30 00:00:00,150.0
TKT-00557,CUST-0219,ORD-005138,2023-03-02 00:00:00,150.0
TKT-00558,CUST-0219,ORD-005143,2023-06-20 00:00:00,150.0
TKT-00559,CUST-0219,ORD-005156,2024-04-04 00:00:00,150.0
TKT-00560,CUST-0221,ORD-005178,2023-11-25 00:00:00,150.0
TKT-00561,CUST-0222,ORD-005181,2022-04-27 00:00:00,150.0
TKT-00562,CUST-0222,ORD-005182,2022-06-16 00:00:00,150.0
TKT-00563,CUST-0222,ORD-005189,2023-03-28 00:00:00,150.0
TKT-00564,CUST-0222,ORD-005191,2023-06-06 00:00:00,150.0
TKT-00565,CUST-0222,ORD-005192,2023-07-18 00:00:00,150.0
TKT-00566,CUST-0222,ORD-005194,2023-10-04 00:00:00,150.0
TKT-00567,CUST-0223,ORD-005206,2022-11-30 00:00:00,150.0
TKT-00568,CUST-0228,ORD-005267,2023-08-04 00:00:00,150.0
TKT-00569,CUST-0228,ORD-005272,2023-11-14 00:00:00,150.0
TKT-00570,CUST-0228,ORD-005275,2024-02-02 00:00:00,150.0
TKT-00571,CUST-0228,ORD-005276,2024-03-07 00:00:00,400.0
TKT-00572,CUST-0230,ORD-005293,2022-07-26 00:00:00,150.0
TKT-00573,CUST-0230,ORD-005299,2022-11-10 00:00:00,150.0
TKT-00574,CUST-0231,ORD-005341,2023-01-09 00:00:00,150.0
TKT-00575,CUST-0231,ORD-005352,2023-09-19 00:00:00,400.0
TKT-00576,CUST-0232,ORD-005364,2023-02-04 00:00:00,400.0
TKT-00577,CUST-0232,ORD-005366,2023-05-05 00:00:00,150.0
TKT-00578,CUST-0232,ORD-005367,2023-06-23 00:00:00,400.0
TKT-00579,CUST-0232,ORD-005372,2024-03-21 00:00:00,150.0
TKT-00580,CUST-0233,ORD-005376,2022-05-30 00:00:00,400.0
TKT-00581,CUST-0233,ORD-005377,2022-07-24 00:00:00,400.0
TKT-00582,CUST-0233,ORD-005380,2023-04-23 00:00:00,150.0
TKT-00583,CUST-0234,ORD-005387,2023-12-24 00:00:00,
TKT-00584,CUST-0235,ORD-005390,2022-08-26 00:00:00,400.0
TKT-00585,CUST-0237,ORD-005411,2023-07-28 00:00:00,150.0
TKT-00586,CUST-0237,ORD-005419,2024-02-20 00:00:00,150.0
TKT-00587,CUST-0238,ORD-005434,2022-11-07 00:00:00,150.0
TKT-00588,CUST-0238,ORD-005442,2023-03-12 00:00:00,150.0
TKT-00589,CUST-0238,ORD-005460,2023-12-15 00:00:00,150.0
TKT-00590,CUST-0239,ORD-005476,2022-12-27 00:00:00,400.0
TKT-00591,CUST-0239,ORD-005478,2023-05-19 00:00:00,150.0
TKT-00592,CUST-0240,ORD-005485,2023-08-24 00:00:00,
TKT-00593,CUST-0240,ORD-005486,2023-10-06 00:00:00,150.0
TKT-00594,CUST-0240,ORD-005487,2023-11-08 00:00:00,150.0
TKT-00595,CUST-0240,ORD-005488,2023-12-12 00:00:00,150.0
TKT-00596,CUST-0240,ORD-005489,2024-01-09 00:00:00,150.0
TKT-00597,CUST-0240,ORD-005491,2024-03-20 00:00:00,150.0
TKT-00598,CUST-0240,ORD-005492,2024-04-26 00:00:00,150.0
TKT-00599,CUST-0241,ORD-005494,2022-04-13 00:00:00,150.0
TKT-00600,CUST-0241,ORD-005497,2022-09-15 00:00:00,150.0
TKT-00601,CUST-0241,ORD-005499,2023-02-22 00:00:00,150.0
TKT-00602,CUST-0241,ORD-005501,2023-08-11 00:00:00,400.0
TKT-00603,CUST-0241,ORD-005502,2024-01-10 00:00:00,150.0
TKT-00604,CUST-0242,ORD-005510,2023-12-17 00:00:00,150.0
TKT-00605,CUST-0242,ORD-005512,2024-02-15 00:00:00,150.0
TKT-00606,CUST-0242,ORD-005513,2024-03-17 00:00:00,400.0
TKT-00607,CUST-0248,ORD-005578,2022-10-14 00:00:00,150.0
TKT-00608,CUST-0248,ORD-005579,2022-11-09 00:00:00,150.0
TKT-00609,CUST-0248,ORD-005583,2023-02-07 00:00:00,150.0
TKT-00610,CUST-0248,ORD-005588,2023-06-06 00:00:00,150.0
TKT-00611,CUST-0248,ORD-005591,2023-08-18 00:00:00,
TKT-00612,CUST-0248,ORD-005597,2023-12-26 00:00:00,
TKT-00613,CUST-0248,ORD-005602,2024-04-13 00:00:00,400.0
TKT-00614,CUST-0248,ORD-005605,2024-06-16 00:00:00,150.0
TKT-00615,CUST-0249,ORD-005608,2023-08-21 00:00:00,150.0
TKT-00616,CUST-0250,ORD-005619,2022-07-07 00:00:00,150.0
TKT-00617,CUST-0250,ORD-005620,2022-07-20 00:00:00,150.0
TKT-00618,CUST-0250,ORD-005621,2022-08-05 00:00:00,150.0
TKT-00619,CUST-0250,ORD-005624,2022-09-08 00:00:00,150.0
TKT-00620,CUST-0250,ORD-005625,2022-09-20 00:00:00,150.0
TKT-00621,CUST-0250,ORD-005630,2022-12-04 00:00:00,400.0
TKT-00622,CUST-0250,ORD-005634,2023-01-24 00:00:00,150.0
TKT-00623,CUST-0250,ORD-005640,2023-04-07 00:00:00,150.0
TKT-00624,CUST-0250,ORD-005660,2023-12-14 00:00:00,150.0
TKT-00625,CUST-0250,ORD-005662,2024-01-07 00:00:00,150.0
TKT-00626,CUST-0250,ORD-005666,2024-02-22 00:00:00,150.0
TKT-00627,CUST-0250,ORD-005668,2024-03-17 00:00:00,150.0
TKT-00628,CUST-0250,ORD-005673,2024-05-23 00:00:00,150.0
TKT-00629,CUST-0251,ORD-005678,2022-11-15 00:00:00,150.0
TKT-00630,CUST-0251,ORD-005680,2023-01-10 00:00:00,150.0
TKT-00631,CUST-0251,ORD-005682,2023-04-16 00:00:00,150.0
TKT-00632,CUST-0251,ORD-005683,2023-06-24 00:00:00,150.0
TKT-00633,CUST-0252,ORD-005688,2023-08-15 00:00:00,150.0
TKT-00634,CUST-0253,ORD-005694,2023-08-03 00:00:00,400.0
TKT-00635,CUST-0254,ORD-005704,2022-09-27 00:00:00,150.0
TKT-00636,CUST-0254,ORD-005713,2024-01-29 00:00:00,150.0
TKT-00637,CUST-0254,ORD-005714,2024-03-27 00:00:00,
TKT-00638,CUST-0255,ORD-005718,2023-01-09 00:00:00,150.0
TKT-00639,CUST-0255,ORD-005722,2023-03-23 00:00:00,150.0
TKT-00640,CUST-0255,ORD-005724,2023-04-27 00:00:00,150.0
TKT-00641,CUST-0255,ORD-005727,2023-06-18 00:00:00,150.0
TKT-00642,CUST-0255,ORD-005733,2023-10-05 00:00:00,150.0
TKT-00643,CUST-0255,ORD-005738,2024-01-06 00:00:00,400.0
TKT-00644,CUST-0255,ORD-005740,2024-02-12 00:00:00,150.0
TKT-00645,CUST-0258,ORD-005777,2023-05-20 00:00:00,150.0
TKT-00646,CUST-0259,ORD-005792,2022-07-23 00:00:00,150.0
TKT-00647,CUST-0259,ORD-005797,2022-12-03 00:00:00,150.0
TKT-00648,CUST-0259,ORD-005801,2023-06-26 00:00:00,150.0
TKT-00649,CUST-0260,ORD-005809,2022-12-27 00:00:00,150.0
TKT-00650,CUST-0260,ORD-005813,2023-02-06 00:00:00,150.0
TKT-00651,CUST-0260,ORD-005818,2023-04-08 00:00:00,150.0
TKT-00652,CUST-0260,ORD-005821,2023-05-09 00:00:00,150.0
TKT-00653,CUST-0260,ORD-005828,2023-08-04 00:00:00,150.0
TKT-00654,CUST-0260,ORD-005829,2023-08-14 00:00:00,
TKT-00655,CUST-0260,ORD-005833,2023-10-04 00:00:00,400.0
TKT-00656,CUST-0260,ORD-005835,2023-11-01 00:00:00,150.0
TKT-00657,CUST-0260,ORD-005847,2024-03-07 00:00:00,400.0
TKT-00658,CUST-0260,ORD-005849,2024-03-29 00:00:00,150.0
TKT-00659,CUST-0262,ORD-005879,2022-11-09 00:00:00,150.0
TKT-00660,CUST-0262,ORD-005884,2023-01-30 00:00:00,150.0
TKT-00661,CUST-0262,ORD-005900,2023-12-06 00:00:00,400.0
TKT-00662,CUST-0262,ORD-005904,2024-02-08 00:00:00,150.0
TKT-00663,CUST-0264,ORD-005922,2022-10-26 00:00:00,400.0
TKT-00664,CUST-0265,ORD-005927,2022-02-12 00:00:00,150.0
TKT-00665,CUST-0266,ORD-005938,2022-08-11 00:00:00,150.0
TKT-00666,CUST-0268,ORD-005963,2022-08-02 00:00:00,150.0
TKT-00667,CUST-0268,ORD-005976,2023-03-31 00:00:00,150.0
TKT-00668,CUST-0268,ORD-005981,2023-06-19 00:00:00,150.0
TKT-00669,CUST-0269,ORD-006003,2022-06-22 00:00:00,150.0
TKT-00670,CUST-0271,ORD-006023,2023-01-22 00:00:00,400.0
TKT-00671,CUST-0271,ORD-006029,2023-07-24 00:00:00,
TKT-00672,CUST-0271,ORD-006036,2024-02-07 00:00:00,150.0
TKT-00673,CUST-0271,ORD-006041,2024-06-22 00:00:00,400.0
TKT-00674,CUST-0275,ORD-006082,2022-09-27 00:00:00,150.0
TKT-00675,CUST-0275,ORD-006083,2022-10-27 00:00:00,150.0
TKT-00676,CUST-0275,ORD-006090,2023-06-19 00:00:00,150.0
TKT-00677,CUST-0275,ORD-006091,2023-07-31 00:00:00,150.0
TKT-00678,CUST-0275,ORD-006102,2024-06-21 00:00:00,150.0
TKT-00679,CUST-0278,ORD-006150,2023-05-10 00:00:00,150.0
TKT-00680,CUST-0278,ORD-006152,2023-07-15 00:00:00,150.0
TKT-00681,CUST-0278,ORD-006154,2023-09-29 00:00:00,150.0
TKT-00682,CUST-0279,ORD-006170,2023-06-19 00:00:00,150.0
TKT-00683,CUST-0279,ORD-006177,2024-02-03 00:00:00,150.0
TKT-00684,CUST-0280,ORD-006211,2023-02-09 00:00:00,150.0
TKT-00685,CUST-0284,ORD-006344,2022-12-23 00:00:00,150.0
TKT-00686,CUST-0284,ORD-006347,2023-06-17 00:00:00,400.0
TKT-00687,CUST-0287,ORD-006392,2024-03-08 00:00:00,150.0
TKT-00688,CUST-0292,ORD-006429,2022-09-28 00:00:00,150.0
TKT-00689,CUST-0292,ORD-006438,2023-01-10 00:00:00,150.0
TKT-00690,CUST-0293,ORD-006476,2022-03-17 00:00:00,150.0
TKT-00691,CUST-0293,ORD-006480,2022-11-17 00:00:00,150.0
TKT-00692,CUST-0295,ORD-006495,2023-07-17 00:00:00,400.0
TKT-00693,CUST-0295,ORD-006497,2023-09-13 00:00:00,400.0
TKT-00694,CUST-0295,ORD-006505,2024-05-11 00:00:00,150.0
TKT-00695,CUST-0297,ORD-006515,2022-08-26 00:00:00,400.0
TKT-00696,CUST-0298,ORD-006528,2024-04-21 00:00:00,150.0
TKT-00697,CUST-0299,ORD-006532,2023-05-25 00:00:00,150.0
TKT-00698,CUST-0299,ORD-006533,2023-07-13 00:00:00,150.0
TKT-00699,CUST-0299,ORD-006535,2023-12-01 00:00:00,150.0
TKT-00700,CUST-0300,ORD-006543,2022-09-14 00:00:00,400.0
TKT-00701,CUST-0300,ORD-006544,2022-09-22 00:00:00,150.0
TKT-00702,CUST-0300,ORD-006552,2022-12-23 00:00:00,400.0
TKT-00703,CUST-0300,ORD-006560,2023-03-18 00:00:00,150.0
TKT-00704,CUST-0300,ORD-006562,2023-04-05 00:00:00,150.0
TKT-00705,CUST-0300,ORD-006571,2023-07-08 00:00:00,400.0
TKT-00706,CUST-0300,ORD-006575,2023-08-09 00:00:00,150.0
TKT-00707,CUST-0300,ORD-006577,2023-08-26 00:00:00,150.0
TKT-00708,CUST-0300,ORD-006588,2023-12-18 00:00:00,150.0
TKT-00709,CUST-0300,ORD-006592,2024-02-01 00:00:00,150.0
TKT-00710,CUST-0301,ORD-006612,2023-05-26 00:00:00,150.0
TKT-00711,CUST-0301,ORD-006623,2024-03-24 00:00:00,150.0
TKT-00712,CUST-0304,ORD-006675,2022-12-11 00:00:00,150.0
TKT-00713,CUST-0304,ORD-006680,2023-03-28 00:00:00,150.0
TKT-00714,CUST-0304,ORD-006681,2023-04-19 00:00:00,
TKT-00715,CUST-0304,ORD-006683,2023-07-06 00:00:00,150.0
TKT-00716,CUST-0305,ORD-006692,2023-03-07 00:00:00,400.0
TKT-00717,CUST-0305,ORD-006693,2023-03-29 00:00:00,150.0
TKT-00718,CUST-0305,ORD-006696,2023-05-26 00:00:00,150.0
TKT-00719,CUST-0305,ORD-006701,2023-08-27 00:00:00,150.0
TKT-00720,CUST-0305,ORD-006703,2023-10-03 00:00:00,150.0
TKT-00721,CUST-0305,ORD-006708,2024-01-02 00:00:00,150.0
TKT-00722,CUST-0306,ORD-006722,2023-02-27 00:00:00,150.0
TKT-00723,CUST-0309,ORD-006763,2022-10-15 00:00:00,150.0
TKT-00724,CUST-0309,ORD-006769,2023-05-13 00:00:00,150.0
TKT-00725,CUST-0309,ORD-006771,2023-08-18 00:00:00,150.0
TKT-00726,CUST-0309,ORD-006773,2023-11-02 00:00:00,150.0
TKT-00727,CUST-0309,ORD-006776,2024-03-29 00:00:00,150.0
TKT-00728,CUST-0310,ORD-006788,2022-11-30 00:00:00,150.0
TKT-00729,CUST-0310,ORD-006799,2023-11-30 00:00:00,150.0
TKT-00730,CUST-0310,ORD-006800,2024-01-04 00:00:00,150.0
TKT-00731,CUST-0311,ORD-006808,2022-07-02 00:00:00,150.0
TKT-00732,CUST-0311,ORD-006815,2022-11-06 00:00:00,150.0
TKT-00733,CUST-0311,ORD-006818,2023-02-27 00:00:00,150.0
TKT-00734,CUST-0311,ORD-006821,2023-09-08 00:00:00,150.0
TKT-00735,CUST-0313,ORD-006841,2022-08-17 00:00:00,150.0
TKT-00736,CUST-0313,ORD-006844,2022-09-28 00:00:00,150.0
TKT-00737,CUST-0313,ORD-006845,2022-10-14 00:00:00,400.0
