customer_id,join_date,acquisition_channel,cac,city
CUST-0471,2022-04-25,Paid_Search,510.27,Delhi
CUST-0472,2022-12-11,Social_Ads,870.11,BANGALORE
CUST-0473,2022-05-07,Affiliate,295.28,MUMBAI
CUST-0474,2023-04-25,Social_Ads,920.07,Mumbai
CUST-0475,2022-08-03,Organic,0.0,Delhi
CUST-0476,2022-02-04,Paid_Search,378.16,Mumbai
CUST-0477,2022-12-11,Affiliate,324.39,Delhi
CUST-0478,2022-01-23,Paid_Search,432.41,Delhi
CUST-0479,2022-03-13,Paid_Search,450.7,mumbai 
CUST-0480,2022-10-22,Paid_Search,417.4, delhi
CUST-0481,2022-06-04,Social_Ads,920.4,MUMBAI
CUST-0482,2022-05-21,Affiliate,247.31,Bangalore
CUST-0483,2022-09-11,Affiliate,245.63,DELHI
CUST-0484,2022-06-13,Affiliate,323.56,DELHI
CUST-0485,2022-07-12,Paid_Search,393.1,BANGALORE
CUST-0486,2022-06-03,Paid_Search,514.36,MUMBAI
CUST-0487,2022-10-15,Affiliate,289.52,Bombay
CUST-0488,2022-05-05,Paid_Search,405.9,bengaluru
CUST-0489,2023-03-10,Organic,0.0,Bangalore
CUST-0490,2022-07-13,Organic,0.0,Bengaluru
CUST-0491,2023-02-16,Organic,0.0,MUMBAI
CUST-0492,2023-03-22,Affiliate,348.84,mumbai 
CUST-0493,2023-04-25,Organic,0.0,Mumbai
CUST-0494,2022-12-23,Affiliate,312.53,MUMBAI
CUST-0495,2022-10-10,Affiliate,278.59,mumbai 
CUST-0496,2022-10-01,Affiliate,317.85,bengaluru
CUST-0497,2022-09-20,Social_Ads,922.5,BANGALORE
CUST-0498,2022-08-29,Organic,0.0,DELHI
CUST-0499,2022-06-10,Paid_Search,434.51,Bangalore
CUST-0500,2022-05-14,Paid_Search,459.6,Bombay
CUST-0501,2022-04-11,Social_Ads,745.56,Bombay
CUST-0502,2022-10-09,Paid_Search,477.83,bengaluru
CUST-0503,2023-05-10,Social_Ads,871.54,BANGALORE
CUST-0504,2023-01-11,Affiliate,335.4,MUMBAI
CUST-0505,2022-10-07,Paid_Search,447.9, delhi
CUST-0506,2022-01-18,Organic,0.0,Delhi
CUST-0507,2022-07-31,Organic,0.0,MUMBAI
CUST-0508,2022-03-19,Organic,0.0, delhi
CUST-0509,2022-01-31,Affiliate,314.14,BANGALORE
CUST-0510,2022-01-04,Affiliate,303.87,Bombay
CUST-0511,2022-09-29,Organic,0.0,mumbai 
CUST-0512,2023-02-21,Organic,0.0,DELHI
CUST-0513,2023-04-16,Paid_Search,377.34,MUMBAI
CUST-0514,2022-11-14,Paid_Search,454.76,mumbai 
CUST-0515,2022-02-10,Social_Ads,759.38,BANGALORE
CUST-0516,2022-05-05,Affiliate,358.83,Delhi
CUST-0517,2023-02-28,Social_Ads,911.32, delhi
CUST-0518,2022-07-27,Organic,0.0,Bombay
CUST-0519,2022-01-05,Organic,0.0,Delhi
CUST-0520,2022-11-27,Affiliate,334.13,Bengaluru
CUST-0521,2022-04-19,Organic,0.0,Bombay
CUST-0522,2023-04-19,Social_Ads,663.79,mumbai 
CUST-0523,2023-04-21,Organic,0.0,Mumbai
CUST-0524,2022-03-15,Paid_Search,495.41, delhi
CUST-0525,2022-06-03,Affiliate,259.49,MUMBAI
CUST-0526,2023-04-05,Affiliate,304.87,DELHI
CUST-0527,2023-01-06,Paid_Search,374.12, delhi
CUST-0528,2022-02-20,Social_Ads,779.87,Mumbai
CUST-0529,2023-01-29,Social_Ads,836.44, delhi
CUST-0530,2022-01-16,Affiliate,316.09,BANGALORE
CUST-0531,2022-07-02,Affiliate,306.36,Bombay
CUST-0532,2022-12-15,Affiliate,310.31,Bombay
CUST-0533,2022-06-01,Organic,0.0, delhi
CUST-0534,2022-05-18,Organic,0.0,MUMBAI
CUST-0535,2022-07-04,Affiliate,252.79,Bengaluru
CUST-0536,2022-07-04,Social_Ads,883.63,Bengaluru
CUST-0537,2022-04-06,Paid_Search,437.58,Bombay
CUST-0538,2022-02-15,Organic,0.0,Mumbai
CUST-0539,2022-01-07,Social_Ads,733.39,BANGALORE
CUST-0540,2023-04-07,Organic,0.0,Delhi
CUST-0541,2022-07-14,Paid_Search,390.51,DELHI
CUST-0542,2022-09-10,Social_Ads,686.7,Bangalore
CUST-0543,2022-08-04,Affiliate,275.97,Bengaluru
CUST-0544,2023-04-29,Social_Ads,718.91,BANGALORE
CUST-0545,2022-02-24,Paid_Search,384.39,Bengaluru
CUST-0546,2023-03-07,Affiliate,314.42,bengaluru
CUST-0547,2022-08-09,Affiliate,337.86,Bangalore
CUST-0548,2022-11-05,Social_Ads,943.13,Bangalore
CUST-0549,2022-04-01,Affiliate,355.75,bengaluru
CUST-0550,2022-12-22,Social_Ads,842.53, delhi
CUST-0551,2022-07-12,Paid_Search,410.45,BANGALORE
CUST-0552,2023-04-23,Social_Ads,820.43,MUMBAI
CUST-0553,2022-08-25,Organic,0.0,Delhi
CUST-0554,2023-03-02,Affiliate,323.14,BANGALORE
CUST-0555,2022-11-21,Affiliate,276.34,mumbai 
CUST-0556,2022-08-05,Paid_Search,502.03,Delhi
CUST-0557,2022-09-03,Affiliate,309.87, delhi
CUST-0558,2022-01-19,Affiliate,334.89,DELHI
CUST-0559,2023-01-29,Organic,0.0,mumbai 
CUST-0560,2022-11-10,Paid_Search,367.97, delhi
CUST-0561,2023-05-10,Affiliate,335.55,Bengaluru
CUST-0562,2022-05-13,Organic,0.0,MUMBAI
CUST-0563,2022-07-20,Affiliate,295.57,Bangalore
CUST-0564,2022-09-05,Social_Ads,673.46,Bombay
CUST-0565,2023-03-02,Organic,0.0,MUMBAI
CUST-0566,2022-06-25,Social_Ads,785.71,Bangalore
CUST-0567,2022-09-01,Affiliate,251.71,BANGALORE
CUST-0568,2022-06-03,Social_Ads,654.3,Mumbai
CUST-0569,2022-11-28,Organic,0.0,Bangalore
CUST-0570,2022-03-31,Paid_Search,459.34,DELHI
CUST-0571,2022-04-29,Affiliate,335.73,Bangalore
CUST-0572,2022-12-03,Paid_Search,437.78,Delhi
CUST-0573,2022-10-31,Paid_Search,437.32,Bengaluru
CUST-0574,2022-05-23,Paid_Search,495.42,Mumbai
CUST-0575,2022-04-06,Organic,0.0,Delhi
CUST-0576,2022-05-15,Affiliate,320.48,Bombay
CUST-0577,2022-07-18,Social_Ads,835.62, delhi
CUST-0578,2022-06-30,Organic,0.0,Bangalore
CUST-0579,2022-10-30,Social_Ads,667.12,Delhi
CUST-0580,2022-05-03,Social_Ads,737.72,MUMBAI
CUST-0581,2022-03-14,Social_Ads,803.46,DELHI
CUST-0582,2022-07-16,Paid_Search,436.15,DELHI
CUST-0583,2022-03-27,Paid_Search,448.14,Delhi
CUST-0584,2023-03-08,Paid_Search,441.18,Bengaluru
CUST-0585,2022-09-06,Social_Ads,683.69,Bombay
CUST-0586,2022-12-17,Affiliate,299.01,BANGALORE
CUST-0587,2022-02-12,Affiliate,307.85,MUMBAI
CUST-0588,2022-05-21,Social_Ads,711.95,mumbai 
CUST-0589,2022-10-17,Paid_Search,493.65,BANGALORE
CUST-0590,2022-02-28,Organic,0.0, delhi
CUST-0591,2023-02-26,Social_Ads,882.17, delhi
CUST-0592,2022-04-22,Affiliate,358.77,Delhi
CUST-0593,2023-03-24,Paid_Search,539.88,BANGALORE
CUST-0594,2023-03-18,Social_Ads,901.35,BANGALORE
CUST-0595,2022-04-18,Organic,0.0,mumbai 
CUST-0596,2022-11-12,Affiliate,256.71,MUMBAI
CUST-0597,2022-10-19,Paid_Search,423.15,mumbai 
CUST-0598,2022-12-27,Paid_Search,412.67,bengaluru
CUST-0599,2023-05-08,Organic,0.0,Bombay
CUST-0600,2023-03-20,Organic,0.0,Bangalore
CUST-0601,2022-12-31,Paid_Search,417.98,MUMBAI
CUST-0602,2022-03-14,Affiliate,309.29,bengaluru
CUST-0603,2022-08-20,Affiliate,249.06,Bengaluru
CUST-0604,2023-01-19,Affiliate,273.39,DELHI
CUST-0605,2022-06-17,Affiliate,309.83,Bengaluru
CUST-0606,2022-12-07,Affiliate,323.67,Delhi
CUST-0607,2023-05-11,Affiliate,291.56,MUMBAI
CUST-0608,2022-06-15,Affiliate,339.4,bengaluru
CUST-0609,2023-03-13,Paid_Search,447.36,DELHI
CUST-0610,2022-02-20,Organic,0.0,Bombay
CUST-0611,2023-04-21,Organic,0.0,Bombay
CUST-0612,2023-05-06,Affiliate,291.34,MUMBAI
CUST-0613,2023-03-24,Social_Ads,938.47,mumbai 
CUST-0614,2022-07-04,Organic,0.0,DELHI
CUST-0615,2022-07-22,Paid_Search,472.61,MUMBAI
CUST-0616,2022-02-16,Affiliate,324.44,Delhi
CUST-0617,2022-02-09,Paid_Search,383.89,Bangalore
CUST-0618,2022-01-05,Affiliate,323.47,Mumbai
CUST-0619,2022-03-09,Affiliate,297.32,Delhi
CUST-0620,2023-01-10,Affiliate,336.71,Mumbai
CUST-0621,2023-03-28,Social_Ads,735.76,BANGALORE
CUST-0622,2022-12-13,Paid_Search,385.71, delhi
CUST-0623,2022-11-29,Organic,0.0,DELHI
CUST-0624,2023-01-19,Paid_Search,387.25,DELHI
CUST-0625,2022-02-14,Affiliate,347.59,MUMBAI
CUST-0626,2023-01-09,Organic,0.0,DELHI
CUST-0627,2022-05-07,Social_Ads,728.63,Mumbai
CUST-0628,2022-11-04,Paid_Search,468.0, delhi
CUST-0629,2022-01-14,Social_Ads,911.33, delhi
CUST-0630,2022-09-23,Social_Ads,834.22,MUMBAI
CUST-0631,2022-11-27,Affiliate,246.55,Bangalore
CUST-0632,2022-02-27,Affiliate,268.93,Bengaluru
CUST-0633,2023-04-24,Organic,0.0,BANGALORE
CUST-0634,2022-10-07,Affiliate,321.95,BANGALORE
CUST-0635,2022-10-28,Organic,0.0,mumbai 
CUST-0636,2023-04-18,Paid_Search,370.88,Bombay
CUST-0637,2022-12-31,Social_Ads,800.34,DELHI
CUST-0638,2022-07-25,Affiliate,249.89, delhi
CUST-0639,2022-02-12,Paid_Search,415.78,Bangalore
CUST-0640,2022-06-17,Paid_Search,430.33, delhi
CUST-0641,2022-12-24,Organic,0.0,Bangalore
CUST-0642,2022-02-14,Organic,0.0,Mumbai
CUST-0643,2022-11-08,Affiliate,246.6, delhi
CUST-0644,2022-01-07,Paid_Search,487.42,Mumbai
CUST-0645,2023-05-03,Paid_Search,422.41,bengaluru
CUST-0646,2022-03-06,Paid_Search,494.96,bengaluru
CUST-0647,2022-06-21,Organic,0.0,mumbai 
CUST-0648,2022-12-31,Organic,0.0,Bengaluru
CUST-0649,2022-09-19,Affiliate,283.21,BANGALORE
CUST-0650,2022-03-22,Paid_Search,405.92,Bengaluru
CUST-0651,2023-01-15,Organic,0.0,Mumbai
CUST-0652,2022-01-24,Organic,0.0,Bombay
CUST-0653,2023-04-22,Paid_Search,532.86,Mumbai
CUST-0654,2022-06-14,Affiliate,269.79,mumbai 
CUST-0655,2022-10-20,Social_Ads,759.3,Mumbai
CUST-0656,2023-02-16,Paid_Search,452.84,Mumbai
CUST-0657,2023-03-26,Affiliate,295.81,mumbai 
CUST-0658,2022-02-14,Social_Ads,816.99,Bengaluru
CUST-0659,2022-05-30,Social_Ads,820.42,mumbai 
CUST-0660,2022-07-08,Paid_Search,466.5,BANGALORE
CUST-0661,2023-04-07,Paid_Search,458.38,Delhi
CUST-0662,2023-04-23,Paid_Search,433.81,MUMBAI
CUST-0663,2023-03-06,Social_Ads,861.91,Delhi
CUST-0664,2023-01-24,Social_Ads,850.34,mumbai 
CUST-0665,2022-09-29,Organic,0.0,Bombay
CUST-0666,2023-05-13,Affiliate,359.64,mumbai 
CUST-0667,2023-04-17,Organic,0.0,Bombay
CUST-0668,2023-05-14,Social_Ads,879.33,Bengaluru
CUST-0669,2023-02-24,Paid_Search,430.98, delhi
CUST-0670,2022-12-06,Organic,0.0,Bangalore
CUST-0671,2023-03-12,Social_Ads,740.8,BANGALORE
CUST-0672,2022-08-20,Social_Ads,727.03,Bengaluru
CUST-0673,2023-02-04,Paid_Search,498.63,Mumbai
CUST-0674,2022-03-26,Paid_Search,440.92,mumbai 
CUST-0675,2022-10-02,Affiliate,282.99,MUMBAI
CUST-0676,2022-08-26,Affiliate,271.8,Bengaluru
CUST-0677,2023-02-18,Organic,0.0,Mumbai
CUST-0678,2022-03-17,Paid_Search,376.42,Bangalore
CUST-0679,2022-09-20,Social_Ads,655.66,bengaluru
CUST-0680,2022-01-16,Social_Ads,944.67,Bombay
CUST-0681,2022-08-25,Paid_Search,378.34,MUMBAI
CUST-0682,2022-02-01,Organic,0.0,MUMBAI
CUST-0683,2023-02-26,Paid_Search,432.1,Mumbai
CUST-0684,2022-01-12,Social_Ads,959.09,MUMBAI
CUST-0685,2022-02-17,Affiliate,348.61,mumbai 
CUST-0686,2023-04-28,Organic,0.0,MUMBAI
CUST-0687,2022-07-22,Affiliate,299.54,DELHI
CUST-0688,2022-07-01,Affiliate,265.77,MUMBAI
CUST-0689,2022-08-17,Social_Ads,922.7,Bengaluru
CUST-0690,2022-06-01,Paid_Search,449.8, delhi
CUST-0691,2022-02-14,Affiliate,273.57,MUMBAI
CUST-0692,2022-11-26,Affiliate,346.16,MUMBAI
CUST-0693,2023-02-05,Organic,0.0,BANGALORE
CUST-0694,2023-04-13,Affiliate,307.88,bengaluru
CUST-0695,2022-04-03,Affiliate,243.13,Bangalore
CUST-0696,2022-01-30,Organic,0.0,BANGALORE
CUST-0697,2022-04-30,Social_Ads,951.67,Delhi
CUST-0698,2022-05-04,Paid_Search,407.97, delhi
CUST-0699,2022-10-22,Organic,0.0,Bombay
CUST-0700,2022-04-01,Social_Ads,715.7,mumbai 
CUST-0701,2022-01-15,Social_Ads,865.1,DELHI
CUST-0702,2023-05-01,Paid_Search,393.88,DELHI
CUST-0703,2022-09-09,Social_Ads,652.15,Mumbai
CUST-0704,2022-04-23,Paid_Search,363.59,DELHI
CUST-0705,2023-04-15,Organic,0.0,Bangalore
CUST-0706,2022-04-01,Social_Ads,934.01,DELHI
CUST-0707,2022-03-17,Organic,0.0,MUMBAI
CUST-0708,2023-03-17,Organic,0.0,Delhi
CUST-0709,2023-04-28,Social_Ads,851.88, delhi
CUST-0710,2022-06-04,Organic,0.0,Bangalore
CUST-0711,2023-05-07,Affiliate,298.46,DELHI
CUST-0712,2023-05-11,Paid_Search,461.16, delhi
CUST-0713,2022-12-07,Social_Ads,828.46,MUMBAI
CUST-0714,2023-01-11,Affiliate,322.62,Bangalore
CUST-0715,2022-01-01,Paid_Search,530.78, delhi
CUST-0716,2022-01-17,Affiliate,261.85,DELHI
CUST-0717,2022-10-17,Paid_Search,378.74,DELHI
CUST-0718,2023-01-17,Paid_Search,374.01,bengaluru
CUST-0719,2022-11-22,Social_Ads,923.3,Mumbai
CUST-0720,2022-01-06,Social_Ads,724.87,Bangalore
CUST-0721,2022-05-12,Organic,0.0,Bengaluru
CUST-0722,2022-08-13,Organic,0.0,Bangalore
CUST-0723,2023-03-28,Affiliate,285.45,BANGALORE
CUST-0724,2023-02-08,Organic,0.0,Bangalore
CUST-0725,2022-02-07,Paid_Search,503.86,Bengaluru
CUST-0726,2022-06-13,Social_Ads,723.56,Mumbai
CUST-0727,2022-03-29,Organic,0.0,Bangalore
CUST-0728,2023-04-28,Organic,0.0,Delhi
CUST-0729,2022-11-11,Social_Ads,925.83, delhi
CUST-0730,2023-04-28,Organic,0.0,BANGALORE
CUST-0731,2022-02-21,Paid_Search,419.6,MUMBAI
CUST-0732,2022-10-11,Affiliate,326.64, delhi
CUST-0733,2022-05-25,Social_Ads,735.17,Delhi
CUST-0734,2022-10-20,Organic,0.0,BANGALORE
CUST-0735,2022-07-04,Paid_Search,360.69,Mumbai
CUST-0736,2022-11-17,Social_Ads,832.07,Delhi
CUST-0737,2022-04-16,Organic,0.0,mumbai 
CUST-0738,2023-03-09,Organic,0.0,BANGALORE
CUST-0739,2023-04-04,Affiliate,319.32,Bengaluru
CUST-0740,2022-07-09,Affiliate,346.26,mumbai 
CUST-0741,2022-01-23,Paid_Search,407.39,BANGALORE
CUST-0742,2023-03-05,Social_Ads,725.94,Mumbai
CUST-0743,2022-12-08,Paid_Search,377.41, delhi
CUST-0744,2022-07-31,Social_Ads,950.63, delhi
CUST-0745,2022-02-01,Paid_Search,511.34, delhi
CUST-0746,2022-12-18,Affiliate,344.03,DELHI
CUST-0747,2022-06-03,Paid_Search,374.21,Bengaluru
CUST-0748,2023-05-02,Paid_Search,496.29,MUMBAI
CUST-0749,2023-02-18,Paid_Search,394.69,Mumbai
CUST-0750,2022-12-16,Affiliate,292.25,MUMBAI
CUST-0751,2023-04-12,Social_Ads,872.67,Bengaluru
CUST-0752,2022-10-12,Organic,0.0,bengaluru
CUST-0753,2022-08-23,Social_Ads,933.49,Delhi
CUST-0754,2022-08-01,Affiliate,257.96,Mumbai
CUST-0755,2023-02-04,Organic,0.0,DELHI
CUST-0756,2022-05-16,Social_Ads,762.57,BANGALORE
CUST-0757,2022-03-30,Affiliate,273.05,MUMBAI
CUST-0758,2022-07-22,Affiliate,346.75,mumbai 
CUST-0759,2023-01-17,Paid_Search,445.54,mumbai 
CUST-0760,2022-06-22,Social_Ads,901.56,mumbai 
CUST-0761,2023-03-08,Social_Ads,797.32,Bengaluru
CUST-0762,2022-06-03,Paid_Search,535.36,Bombay
CUST-0763,2023-01-09,Social_Ads,773.37,Bengaluru
CUST-0764,2022-04-19,Paid_Search,524.42,BANGALORE
CUST-0765,2023-03-21,Affiliate,284.87,Delhi
CUST-0766,2022-06-09,Paid_Search,487.72,Bombay
CUST-0767,2023-03-27,Paid_Search,462.36,Delhi
CUST-0768,2023-03-05,Paid_Search,370.37,Mumbai
CUST-0769,2023-04-16,Affiliate,283.25,MUMBAI
CUST-0770,2023-02-26,Social_Ads,788.55,BANGALORE
CUST-0771,2022-01-16,Organic,0.0,DELHI
CUST-0772,2023-05-07,Affiliate,344.46,mumbai 
CUST-0773,2023-03-05,Social_Ads,926.24,Mumbai
CUST-0774,2022-07-17,Social_Ads,655.89,MUMBAI
CUST-0775,2022-04-26,Paid_Search,481.99,DELHI
CUST-0776,2022-01-11,Affiliate,343.76, delhi
CUST-0777,2023-04-12,Organic,0.0,Bangalore
CUST-0778,2022-05-10,Organic,0.0,mumbai 
CUST-0779,2023-04-04,Social_Ads,760.47,bengaluru
CUST-0780,2022-04-22,Affiliate,296.0,BANGALORE
CUST-0781,2022-09-19,Organic,0.0,mumbai 
CUST-0782,2022-12-17,Social_Ads,674.59,Bengaluru
CUST-0783,2022-11-24,Social_Ads,744.04,bengaluru
CUST-0784,2022-12-31,Social_Ads,944.7, delhi
CUST-0785,2022-03-18,Social_Ads,805.53,MUMBAI
CUST-0786,2022-07-26,Organic,0.0, delhi
CUST-0787,2022-01-14,Paid_Search,477.97,DELHI
CUST-0788,2022-07-27,Social_Ads,764.25,Bengaluru
CUST-0789,2023-01-07,Paid_Search,488.41,BANGALORE
CUST-0790,2022-06-03,Social_Ads,910.53, delhi
CUST-0791,2022-02-19,Paid_Search,444.74,bengaluru
CUST-0792,2023-04-06,Paid_Search,420.41,Delhi
CUST-0793,2022-04-25,Paid_Search,493.96,bengaluru
CUST-0794,2022-07-10,Affiliate,271.27,bengaluru
CUST-0795,2022-08-29,Affiliate,246.44,Mumbai
CUST-0796,2022-09-14,Affiliate,254.38,Bombay
CUST-0797,2022-01-28,Social_Ads,918.67,Bangalore
CUST-0798,2022-06-25,Paid_Search,433.65,Bombay
CUST-0799,2023-03-18,Paid_Search,488.82,Bengaluru
CUST-0800,2022-11-20,Affiliate,358.4,bengaluru
CUST-0801,2022-08-20,Organic,0.0,MUMBAI
CUST-0802,2023-02-07,Paid_Search,497.44,Bengaluru
CUST-0803,2022-08-11,Paid_Search,474.03,DELHI
CUST-0804,2022-07-16,Affiliate,240.56,Bangalore
CUST-0805,2023-04-02,Social_Ads,743.11,MUMBAI
CUST-0806,2022-01-03,Organic,0.0,Delhi
CUST-0807,2023-03-26,Paid_Search,421.98,Delhi
CUST-0808,2022-09-15,Organic,0.0,Bangalore
CUST-0809,2022-06-02,Organic,0.0,Bombay
CUST-0810,2023-03-31,Social_Ads,859.77,Bangalore
CUST-0811,2022-07-03,Social_Ads,880.04,Bangalore
CUST-0812,2022-04-27,Affiliate,266.92,MUMBAI
CUST-0813,2022-01-12,Paid_Search,466.14,Delhi
CUST-0814,2022-12-31,Organic,0.0,Bengaluru
CUST-0815,2022-05-11,Affiliate,332.55, delhi
CUST-0816,2022-01-25,Organic,0.0, delhi
CUST-0817,2022-12-20,Organic,0.0,Bombay
CUST-0818,2022-10-08,Affiliate,270.33,MUMBAI
CUST-0819,2022-12-18,Paid_Search,473.46,DELHI
CUST-0820,2022-02-21,Affiliate,319.5,DELHI
CUST-0821,2023-03-02,Paid_Search,521.75,Bengaluru
CUST-0822,2023-02-06,Social_Ads,674.0,MUMBAI
CUST-0823,2023-03-02,Paid_Search,454.17,Bangalore
CUST-0824,2022-07-29,Social_Ads,734.51,Delhi
CUST-0825,2022-12-19,Affiliate,351.97,mumbai 
CUST-0826,2022-01-07,Paid_Search,480.89,Mumbai
CUST-0827,2023-05-02,Affiliate,250.81,Mumbai
CUST-0828,2022-11-26,Organic,0.0,bengaluru
CUST-0829,2022-01-26,Social_Ads,671.94,Bangalore
CUST-0830,2022-07-04,Organic,0.0,bengaluru
CUST-0831,2022-03-01,Affiliate,251.4,Delhi
CUST-0832,2022-12-06,Organic,0.0,mumbai 
CUST-0833,2023-05-05,Social_Ads,838.98,Bengaluru
CUST-0834,2022-04-04,Social_Ads,676.43,BANGALORE
CUST-0835,2023-03-04,Affiliate,286.29,BANGALORE
CUST-0836,2023-03-30,Affiliate,335.63,Delhi
CUST-0837,2023-01-07,Paid_Search,370.56,Delhi
CUST-0838,2023-04-12,Organic,0.0,BANGALORE
CUST-0839,2022-07-14,Paid_Search,500.25, delhi
CUST-0840,2023-03-27,Organic,0.0,Delhi
CUST-0841,2022-02-27,Affiliate,346.51,BANGALORE
CUST-0842,2022-05-14,Organic,0.0,Mumbai
CUST-0843,2023-03-24,Paid_Search,420.89, delhi
CUST-0844,2022-12-05,Organic,0.0,BANGALORE
CUST-0845,2022-12-13,Social_Ads,845.25,Delhi
CUST-0846,2022-11-26,Organic,0.0,Bombay
CUST-0847,2022-02-08,Affiliate,330.17,mumbai 
CUST-0848,2023-05-12,Paid_Search,410.07,Bangalore
CUST-0849,2023-02-23,Affiliate,268.2,BANGALORE
CUST-0850,2022-08-18,Affiliate,250.56,DELHI
CUST-0851,2022-03-02,Affiliate,357.68,Bengaluru
CUST-0852,2022-07-31,Organic,0.0,Bengaluru
CUST-0853,2023-05-09,Organic,0.0,DELHI
CUST-0854,2022-12-10,Paid_Search,442.12,DELHI
CUST-0855,2023-02-23,Social_Ads,711.33,Bombay
CUST-0856,2023-01-28,Social_Ads,838.32,DELHI
CUST-0857,2022-08-20,Social_Ads,676.49, delhi
CUST-0858,2022-06-24,Paid_Search,423.93,mumbai 
CUST-0859,2022-02-24,Social_Ads,654.65,Delhi
CUST-0860,2023-02-25,Affiliate,326.02,Bombay
CUST-0861,2022-11-09,Organic,0.0,Bengaluru
CUST-0862,2022-08-23,Affiliate,338.95,MUMBAI
CUST-0863,2023-01-23,Social_Ads,772.63,Mumbai
CUST-0864,2022-12-04,Affiliate,310.72,Bangalore
CUST-0865,2022-09-29,Affiliate,328.35,Bombay
CUST-0866,2023-02-04,Affiliate,350.54,Delhi
CUST-0867,2023-02-22,Paid_Search,383.11,DELHI
CUST-0868,2023-03-28,Social_Ads,763.09, delhi
CUST-0869,2022-07-23,Paid_Search,533.45,bengaluru
CUST-0870,2022-03-12,Affiliate,289.53,mumbai 
CUST-0871,2023-01-13,Social_Ads,939.36, delhi
CUST-0872,2022-04-18,Paid_Search,472.35,mumbai 
CUST-0873,2022-03-09,Social_Ads,954.03, delhi
CUST-0874,2022-10-05,Paid_Search,484.98,DELHI
CUST-0875,2022-10-15,Organic,0.0,BANGALORE
CUST-0876,2023-02-18,Social_Ads,644.09,Bengaluru
CUST-0877,2022-03-16,Organic,0.0,Bengaluru
CUST-0878,2023-01-20,Paid_Search,501.4,bengaluru
CUST-0879,2023-03-06,Social_Ads,659.85,mumbai 
CUST-0880,2022-01-17,Paid_Search,424.56,DELHI
CUST-0881,2023-03-21,Organic,0.0, delhi
CUST-0882,2022-11-28,Paid_Search,461.03,Delhi
CUST-0883,2022-12-07,Social_Ads,655.03,DELHI
CUST-0884,2023-05-05,Affiliate,334.57,bengaluru
CUST-0885,2023-01-16,Organic,0.0,Bombay
CUST-0886,2022-12-27,Paid_Search,487.72,DELHI
CUST-0887,2023-05-09,Paid_Search,394.83,DELHI
CUST-0888,2022-02-08,Paid_Search,393.66,Delhi
CUST-0889,2022-01-21,Organic,0.0,bengaluru
CUST-0890,2022-10-27,Paid_Search,512.28,Mumbai
CUST-0891,2022-12-30,Social_Ads,940.0,Bengaluru
CUST-0892,2022-11-02,Paid_Search,369.15,bengaluru
CUST-0893,2022-10-09,Affiliate,282.97, delhi
CUST-0894,2022-04-23,Social_Ads,946.24, delhi
CUST-0895,2022-03-23,Organic,0.0, delhi
CUST-0896,2022-06-28,Affiliate,266.54,MUMBAI
CUST-0897,2022-07-04,Social_Ads,733.94,BANGALORE
CUST-0898,2022-12-09,Organic,0.0,MUMBAI
CUST-0899,2022-12-16,Paid_Search,519.42,Bombay
CUST-0900,2022-05-12,Organic,0.0,bengaluru
CUST-0901,2023-02-25,Organic,0.0, delhi
CUST-0902,2022-01-23,Affiliate,275.57,Bangalore
CUST-0903,2022-02-12,Social_Ads,943.43,Delhi
CUST-0904,2022-02-03,Organic,0.0, delhi
CUST-0905,2022-08-06,Paid_Search,510.42,Delhi
CUST-0906,2023-02-23,Affiliate,352.77, delhi
CUST-0907,2022-08-24,Paid_Search,489.04,Mumbai
CUST-0908,2022-01-28,Organic,0.0,mumbai 
CUST-0909,2023-02-25,Organic,0.0,DELHI
CUST-0910,2022-08-19,Affiliate,315.63,BANGALORE
CUST-0911,2022-07-19,Social_Ads,855.46,Mumbai
CUST-0912,2022-10-27,Organic,0.0,Delhi
CUST-0913,2022-02-24,Social_Ads,732.75, delhi
CUST-0914,2022-02-14,Social_Ads,730.09,DELHI
CUST-0915,2023-02-25,Affiliate,319.29,BANGALORE
CUST-0916,2022-04-23,Paid_Search,384.55,DELHI
CUST-0917,2022-03-15,Social_Ads,735.38, delhi
CUST-0918,2022-10-11,Social_Ads,919.93,MUMBAI
CUST-0919,2022-01-03,Organic,0.0,Bombay
CUST-0920,2022-04-18,Organic,0.0,bengaluru
CUST-0921,2023-04-09,Paid_Search,476.27,Bangalore
CUST-0922,2022-04-24,Paid_Search,471.04,mumbai 
CUST-0923,2022-04-03,Paid_Search,480.78,Mumbai
CUST-0924,2022-10-09,Affiliate,248.78, delhi
CUST-0925,2022-02-20,Organic,0.0,BANGALORE
CUST-0926,2022-03-07,Social_Ads,854.81,Bangalore
CUST-0927,2022-11-14,Organic,0.0,Bangalore
CUST-0928,2022-08-19,Social_Ads,745.07,bengaluru
CUST-0929,2022-10-18,Paid_Search,425.61,DELHI
CUST-0930,2022-01-03,Affiliate,277.59,MUMBAI
CUST-0931,2023-03-07,Affiliate,283.14,bengaluru
CUST-0932,2022-08-17,Affiliate,283.05,bengaluru
CUST-0933,2022-02-25,Affiliate,261.09, delhi
CUST-0934,2023-03-16,Organic,0.0,Bangalore
CUST-0935,2023-03-30,Social_Ads,840.52, delhi
CUST-0936,2023-03-11,Organic,0.0,Mumbai
CUST-0937,2022-04-19,Affiliate,348.76, delhi
CUST-0938,2023-04-03,Social_Ads,959.59,DELHI
